Id,AverageHeartRate,CumulativeSteps,ActiveDistance,LightActiveDistance,Calories,MinutesAsleep
2022484408,75.66776912,11875,4.079999924,4.260000229,2390,456
2022484408,79.80613591,12019,3.090000011,5.409999847,2601,374
2022484408,73.00116399,10690,2.690000013,4.820000172,2312,474
2022484408,80.0814478,11034,2.25000006,5.78000021,2525,418
2022484408,76.84165966,10100,3.700000107,3.390000105,2177,469
2022484408,82.67843481,15112,4.529999912,6.880000114,2782,471
2022484408,80.95331127,14131,3.760000102,6.300000191,2770,408
2022484408,81.77735426,11548,3.529999956,5,2489,454
2022484408,82.60089491,15112,5.269999862,5.400000095,2897,430
2022484408,83.67590146,12453,4.439999938,4.309999943,3158,464
2022484408,79.00918917,12954,4.849999815,4.46999979,2638,474
2022484408,71.48596885,6001,0,4.210000038,2069,455
2022484408,81.57859731,13481,5.700000167,4.579999924,2529,476
2022484408,83.82769979,11369,3.549999923,4.460000038,2470,430
2022484408,81.55122825,10119,2.089999974,5.110000134,2793,458
2022484408,79.85769025,10159,2.00999999,5.119999886,2463,433
2022484408,71.31524747,10140,1.740000039,5.389999866,2296,415
2022484408,82.71012869,10245,1.690000027,5.5,2611,436
2022484408,77.55729179,18387,2.339999974,10.56999969,2732,383
2022484408,73.30616922,10538,2.900000036,4.5,2380,373
2022484408,77.59048315,10379,2.949999899,4.329999924,2473,390
2022484408,82.64995585,12183,4.450000018,4.28000021,2752,438
2022484408,81.26416134,11768,3.439999998,4.849999905,2649,450
2022484408,81.00359825,11895,3.649999976,4.699999809,2609,373
2022484408,81.31892224,10227,2.540000021,4.639999866,2498,476
2022484408,76.37612147,6708,1.690000013,3.019999981,1995,475
2022484408,85.25297478,3292,0,2.309999943,1848,453
2022484408,79.26710449,13379,3.749999881,5.639999866,2709,380
2022484408,85.17233356,12798,3.430000067,5.559999943,2797,478
2022484408,81.78537471,13272,5.329999804,3.99000001,2544,449
2022484408,80.99638819,8339,1.949999988,4.440000057,1853,476
2026352035,70.24061942,250,0,0.519999981,1214,437
2026352035,102.2378645,1276,0,3.730000019,1576,506
2026352035,80.86003439,1789,0,4.349999905,1690,511
2026352035,97.50185452,5168,0,6.599999905,1869,531
2347167796,85.51921779,10113,2.620000005,4.199999809,2344,456
2347167796,73.15038185,10352,3.600000024,3.410000086,2038,467
2347167796,71.82585319,10129,2.760000009,3.940000057,2010,445
2347167796,73.24330562,10465,1.489999957,5.429999828,2133,452
2347167796,89.39728669,22244,9.549999714,5.53000021,2670,450
2347167796,74.56871985,5472,0.359999999,3.25999999,1882,556
2347167796,70.40243225,8247,1.650000036,3.789999962,1944,500
2347167796,79.80147358,6711,0,4.440000057,2346,465
2347167796,77.34672886,10999,2.48999995,4.78000021,2198,435
2347167796,72.34346423,10080,3.379999995,3.380000114,2048,460
2347167796,71.37807385,7804,2.23999995,2.920000076,1946,405
2347167796,81.06742554,16901,4.230000019,7.150000095,2629,374
2347167796,76.37422918,9471,0,6.260000229,2187,442
2347167796,72.78157551,9482,1.789999962,4.599999905,2095,433
2347167796,71.60867852,5980,0,3.950000048,1861,436
2347167796,73.53189931,11423,2.26000002,5.320000172,2194,448
2347167796,74.52113334,5439,0,3.599999905,1854,408
2347167796,63.0116969,25,0,0.029999999,403,411
4020332650,82.89475544,8489,0.390000001,5.679999828,3654,501
4020332650,91.97955267,38,0,0.029999999,2011,257
4020332650,87.18944185,1873,0.570000008,0.769999981,2951,174
4020332650,93.33272082,1969,0.819999993,0.589999974,3051,77
4020332650,98.82608696,7,0,0.01,1990,218
4020332650,91.20366187,465,0.039999999,0.289999992,2207,286
4020332650,78.75572325,4465,0,3.150000095,2828,322
4020332650,83.71243589,10194,1.709999979,5.579999924,3879,478
4020332650,85.73905607,11713,4.299999833,4.039999962,3429,226
4020332650,75.50936186,4357,0,3.099999905,2704,385
4020332650,88.64300573,5005,0,3.579999924,2975,115
4020332650,77.40490399,5812,0,4.150000095,3089,364
4020332650,85.27481334,4556,0.32,2.940000057,2785,126
4020332650,76.9748761,5474,0,3.869999886,2926,442
4020332650,89.28360606,3663,0.280000001,2.329999924,2645,252
4020332650,87.04347826,257,0,0.409999996,1120,314
4388161847,65.99306794,5938,0.689999994,3.880000114,3092,523
4388161847,68.21024443,8863,1.200000048,5.619999886,2998,489
4388161847,66.82281972,8758,0,6.730000019,3066,499
4388161847,74.94205371,6580,0.609999999,4.449999809,3073,426
4388161847,66.12339084,4660,0,3.579999924,2572,619
4388161847,76.34299737,11009,3.959999949,5.139999866,3274,99
4388161847,64.31064874,10181,2.060000002,5.769999981,3015,329
4388161847,64.24287793,10553,2.820000052,5.289999962,3083,421
4388161847,62.37727065,10055,0.759999991,6.980000019,3069,442
4388161847,72.36766799,12139,4.409999967,4.920000076,3544,82
4388161847,65.10087862,13236,4.819999993,5.349999905,3306,478
4388161847,61.26172225,10243,1.590000033,6.300000191,2885,552
4388161847,66.53753814,12961,2.129999995,7.840000153,3288,500
4388161847,61.74480528,9461,1.99999994,5.269999981,2929,319
4388161847,61.21637003,11193,3.209999979,5.389999866,3074,439
4388161847,61.80163244,10074,1.719999969,6.03000021,2969,428
4388161847,65.76828802,9232,1.689999998,5.420000076,2979,487
4388161847,63.07512351,12533,2.699999988,6.940000057,3283,409
4388161847,59.38929893,10255,1.689999998,6.199999809,2926,547
4388161847,65.11128371,10096,3.849999979,4.550000191,3147,368
4388161847,65.58501178,12727,1.909999967,7.880000114,3290,421
4388161847,61.11847149,12375,3.719999969,5.800000191,3162,390
4388161847,60.54514777,9603,2.299999952,5.090000153,2899,471
4388161847,60.54514777,9603,2.299999952,5.090000153,2899,471
4388161847,68.20579493,13175,4.199999809,5.929999828,3425,434
4388161847,64.99383068,22770,12.21999979,5.329999924,4022,472
4388161847,69.98523556,17298,11.15000033,3.230000019,3934,529
4388161847,63.29743391,10218,1.070000023,6.789999962,3013,62
4388161847,60.08990348,10299,1.459999979,6.460000038,3061,354
4388161847,59.10099947,10201,1.319999993,6.53000021,2954,469
4388161847,61.61547768,3079,0,2.589999914,1623,511
4558609924,76.4436454,5135,0,3.390000105,1909,196
4558609924,81.8400795,4978,1.680000007,1.610000014,1722,140
4558609924,80.97917628,6799,0,4.489999771,1922,223
4558609924,83.76899994,7795,1.429999948,3.730000019,2121,161
4558609924,75.5022467,7265,1.300000012,3.5,1997,165
4558609924,82.32076916,9634,1.689999998,4.710000038,2117,110
4558609924,79.78308359,8940,1.910000026,4,2116,156
4558609924,85.03452006,5401,0.410000015,3.160000086,1876,179
4558609924,77.44392466,4803,0,3.170000076,1788,148
4558609924,83.88435709,13743,1.390000015,7.699999809,2486,126
4558609924,81.30188574,9601,2.870000005,3.470000029,2094,178
4558609924,83.55640444,6890,0.540000007,4.010000229,2085,146
4558609924,83.76698664,8553,0,5.650000095,2173,161
4558609924,81.52938075,8095,0.839999974,4.510000229,2225,156
4558609924,86.02993142,9148,2.459999979,3.589999914,2223,103
4558609924,81.59308258,9557,2.850000024,3.460000038,2098,118
4558609924,84.41111178,9451,0.29000001,5.949999809,2185,238
4558609924,76.71358648,7833,2.870000005,2.309999943,1918,171
4558609924,76.93466672,10310,2.359999985,4.460000038,2105,180
4558609924,70.91267796,3428,0,2.269999981,1692,115
4558609924,77.01953184,7891,0,5.21999979,2066,204
4558609924,75.16429839,5267,0.880000025,2.599999905,1953,158
4558609924,76.17040092,5232,0,3.460000038,1842,104
4558609924,81.71938255,10611,1.50999999,5.510000229,2262,257
4558609924,70.63868405,3755,0,2.480000019,1722,158
4558609924,76.82075208,8237,2.610000014,2.829999924,1973,253
4558609924,92.67871004,6543,2.299999952,2.019999981,2666,123
4558609924,78.84809424,11451,2.050000012,5.519999981,2223,161
4558609924,72.35862369,6435,1.860000014,2.390000105,1889,147
4558609924,74.24328008,9108,2.080000043,3.940000057,2131,146
4558609924,78.31337759,6020,0,4.170000076,1452,164
5553957443,63.80377275,11596,2.160000026,5.409999847,2026,441
5553957443,60.96440819,4832,0,3.160000086,1718,455
5553957443,67.72240339,17022,6.450000048,4.670000076,2324,357
5553957443,65.87128815,16556,6.139999866,4.710000038,2254,377
5553957443,65.58317289,5771,0,3.769999981,1831,651
5553957443,60.86471013,615,0,0.430000007,1397,350
5553957443,65.01223327,3727,0,2.430000067,1683,520
5553957443,69.33792491,15482,5.940000176,4.179999828,2284,357
5553957443,59.80718736,2713,0,1.769999981,1570,658
5553957443,66.77548193,12346,5.110000134,2.960000038,2066,399
5553957443,66.87569679,11670,2.00999999,5.599999905,2105,322
5553957443,66.64723798,4110,0,2.680000067,1776,631
5553957443,63.62990896,1807,0,1.179999948,1507,553
5553957443,68.40784071,10946,3.50000006,3.690000057,2033,433
5553957443,69.10936115,11886,3.299999893,4.460000038,2093,412
5553957443,64.29082743,10538,2.139999986,4.739999771,1922,347
5553957443,66.24353706,11393,4.460000038,3.170000076,1999,421
5553957443,68.05292442,12764,3.429999948,4.909999847,2169,450
5553957443,65.59056942,1202,0,0.779999971,1463,775
5553957443,66.31035508,5164,0,3.369999886,1747,622
5553957443,67.79652116,9769,1.469999939,4.900000095,1996,409
5553957443,67.22032652,12821,2.700000048,5.679999828,2116,380
5553957443,61.47491851,4249,0,2.769999981,1698,447
5553957443,65.96096027,14331,5.090000033,4.429999828,2156,419
5553957443,63.19877908,9135,2.060000002,4.230000019,1916,400
5553957443,63.59039127,1686,0,1.220000029,1494,442
5553957443,65.13392673,6083,0.689999998,3.299999952,1762,568
5553957443,69.24932183,11611,3.0200001,4.559999943,2272,453
5553957443,71.49362948,16315,5.4799999,5.199999809,2335,418
5553957443,64.82624696,4926,0,3.220000029,1693,463
5553957443,65.09454631,3121,0.979999989,1.059999943,741,438
5577150313,64.53452832,8135,3.9799999,2.099999905,3405,419
5577150313,57.91417384,3669,0.539999992,3.25,2551,432
5577150313,70.42080247,8596,3.639999926,2.779999971,4022,477
5577150313,69.42207102,12087,5.5200001,3.559999943,4005,392
5577150313,66.73298204,14261,7.919999838,2.730000019,4274,406
5577150313,68.90050313,12231,6.810000002,2.319999933,4552,549
5577150313,66.71937112,9893,5.580000162,1.820000052,3625,527
5577150313,69.77175129,12574,7.659999967,1.75999999,3501,449
5577150313,66.51229992,8330,4.459999889,1.75999999,3192,447
5577150313,69.05064791,10830,5.310000062,2.779999971,4018,414
5577150313,65.35760746,8700,3.210000098,3.299999952,3329,338
5577150313,64.49550578,7638,1.570000052,4.139999866,3152,384
5577150313,71.58325872,15764,9.800000191,1.980000019,4392,543
5577150313,66.46772601,6393,2.020000041,2.75999999,3374,421
5577150313,64.4877547,5325,1.5,2.470000029,3088,354
5577150313,65.22195084,6805,2.209999949,2.930000067,3294,424
5577150313,69.8190428,9841,4.419999957,3.00999999,3580,361
5577150313,64.22641049,7924,3.449999928,2.470000029,3544,459
5577150313,69.35776012,12363,6.619999945,2.609999895,4501,412
5577150313,72.14418952,13368,6.75,3.24000001,4546,379
5577150313,65.64376608,3901,1.469999999,4.070000172,3014,525
5577150313,69.10587741,11045,4.669999987,3.569999933,3795,508
5577150313,62.09251539,5206,1.809999943,2.079999924,2755,603
5577150313,71.11825715,7550,2.969999999,2.670000076,3004,74
5577150313,71.81425232,4950,2.24999994,1.450000048,2643,568
5577150313,68.25615772,3421,1.569999948,0.99000001,2489,600
5577150313,71.32638257,8869,3.309999943,3.349999905,3841,504
5577150313,65.47539995,3929,2.130000055,0.889999986,1665,431
6117666160,97.2948186,14019,0.280000001,10.30000019,2865,401
6117666160,85.94118912,14450,1.430000007,9.479999542,2828,380
6117666160,84.3852694,4987,0,5.400000095,2225,336
6117666160,83.1933071,3638,0,3.890000105,2018,493
6117666160,82.38658759,11135,0,8.409999847,2606,465
6117666160,84.56310681,10449,2.509999961,5.519999981,2536,474
6117666160,78.75868877,7476,1.380000025,5.619999886,4900,508
6117666160,81.21859769,8206,0,6.199999809,2409,480
6117666160,80.63697826,11495,0,8.680000305,2651,492
6117666160,83.03768745,6939,0,5.760000229,2305,353
6117666160,90.21556318,9543,0.340000004,6.869999886,2450,367
6117666160,82.18700321,9411,0,7.110000134,2576,542
6117666160,80.06030965,3403,0,2.599999905,1879,393
6117666160,81.21519981,9592,0,7.239999771,2560,600
6117666160,84.08290686,6987,0,5.28000021,2275,532
6117666160,78.49804577,6046,0,6.730000019,2361,507
6117666160,91.76484993,4927,0,3.730000019,2044,354
6117666160,92.72924499,2997,0,2.25999999,1902,488
6117666160,83.71360422,9799,0,7.400000095,2636,392
6117666160,74.15654235,784,0,2.680000067,1838,658
6117666160,83.2260462,7336,0,5.539999962,2469,498
6117666160,80.15495012,7328,0,5.53000021,2250,555
6117666160,73.70894787,3297,0,3.380000114,1248,492
6775888955,81.27922977,4053,1.689999998,1.220000029,2400,235
6775888955,79.35316813,5162,1.730000019,1.970000029,2507,423
6775888955,80.15839421,1282,0,0.920000017,2127,391
6775888955,94.2860863,4732,3.329999983,0.059999999,2225,386
6775888955,82.51092919,2497,1.479999989,0.310000002,2067,339
6775888955,99.41326591,8294,2.769999981,3.170000076,2798,348
6775888955,86.51388889,0,0,0,1841,285
6775888955,106.5573359,10771,5.50999999,2.220000029,3727,397
6775888955,100.1540255,637,0,0.460000008,1922,409
6775888955,97.77416395,2153,1.389999986,0.150000006,2053,290
6775888955,87.09384484,6463,2.729999989,1.899999976,2484,334
6775888955,90.57781378,7091,4.350000024,0.730000019,2584,388
6775888955,80.69158163,703,0.260000002,0.239999995,1993,323
6775888955,79.55,0,0,0,1841,286
6775888955,87.08607594,2503,0.319999993,1.480000019,2280,317
6775888955,95.1671384,2487,1.099999994,0.680000007,2319,387
6775888955,98.90497551,4642,1.400000006,1.929999948,2496,308
6775888955,98.46238627,1892,0.36999999,1.049999952,1032,207
6962181067,80.23810875,10199,4.230000079,2.50999999,1994,366
6962181067,80.18577106,5652,1.780000031,1.960000038,1718,630
6962181067,69.91428203,1551,0,1.029999971,1466,508
6962181067,71.93409089,5563,0,3.680000067,1756,370
6962181067,76.46153753,13217,3.850000083,4.880000114,2173,357
6962181067,75.03633993,10145,1.01000002,5.690000057,2027,427
6962181067,75.05614437,11404,3.220000088,4.320000172,2039,442
6962181067,75.89082599,10742,4.230000019,2.869999886,2046,476
6962181067,73.03794372,13928,4.470000207,5.090000153,2174,418
6962181067,75.76898877,11835,6.089999914,3.50999999,2179,451
6962181067,74.25108032,10725,3.319999933,3.769999981,2086,425
6962181067,78.14726651,20031,6.199999809,7.039999962,2571,528
6962181067,67.71329632,5029,0,3.319999933,1705,511
6962181067,71.94338333,13239,4.699999928,4.460000038,2194,400
6962181067,71.53395242,10433,2.999999911,3.900000095,2012,441
6962181067,72.3313086,10320,2.569999993,4.25,2034,455
6962181067,75.19076144,12627,2.749999985,5.590000153,2182,440
6962181067,78.23897852,10762,1.299999982,5.809999943,2254,433
6962181067,75.18198826,10081,3,3.670000076,2002,422
6962181067,72.24087301,5454,0,3.609999895,1740,411
6962181067,77.27861758,12912,3.200000048,5.340000153,2162,466
6962181067,73.71274331,12109,3.779999971,4.329999924,2072,394
6962181067,75.8815713,10147,2.149999946,4.550000191,2086,442
6962181067,74.86296286,10524,2.149999976,4.809999943,2066,467
6962181067,71.40166968,5908,0,3.910000086,1850,443
6962181067,76.1470343,6815,0,4.5,1947,298
6962181067,74.71204798,4188,0.519999981,2.25,1659,541
6962181067,75.67486913,12342,5.080000043,3.650000095,2105,489
6962181067,78.56296917,15448,5.220000029,4.989999771,2361,469
6962181067,74.5920154,6722,1.800000012,2.650000095,1855,452
6962181067,74.00732771,3569,0.25,2.109999895,928,516
7007744171,93.31942922,14172,4.879999995,5.409999847,2937,71
7007744171,90.09197805,12862,5.170000136,4.480000019,2742,194
7007744171,91.22039514,11179,3.290000051,4.960000038,2668,173
7007744171,84.45999934,5273,0,3.529999971,2098,157
7007744171,80.26484767,4631,0,3.099999905,2076,79
7007744171,85.56899057,8059,0,5.389999866,2383,114
7007744171,92.44962429,14816,5.909999847,5.050000191,2832,168
7007744171,92.88695332,14194,5.169999838,5.309999943,2812,148
7007744171,93.48556965,15566,5.459999979,5.860000134,3096,183
7007744171,90.94326669,13744,4.0200001,5.170000076,2763,196
7007744171,91.93423389,15299,5.859999895,4.369999886,2889,125
7007744171,92.05877815,8093,1.25999999,4.150000095,2284,89
7007744171,97.56553516,11085,0,7.420000076,2667,80
7007744171,93.58580418,18229,5.679999948,7.670000076,3055,73
7007744171,88.43642735,15090,1.870000005,8.229999542,2939,141
7007744171,94.27004024,13541,4.930000007,5.289999962,2830,104
7007744171,88.49243997,15128,1.860000014,8.260000229,2836,50
7007744171,93.42893453,20067,6.359999895,7.949999809,3180,173
7007744171,79.88535628,3761,0,2.519999981,2051,198
7007744171,84.87594002,5600,0,3.75,2225,58
7007744171,84.76595817,13041,5.339999855,3.829999924,2642,119
7007744171,92.89006092,14510,5.5,5.360000134,2976,110
7007744171,97.05416434,15010,5.619999886,5.480000019,2933,157
7007744171,86.16138162,11459,3.810000002,3.859999895,2553,69
8792009665,68.58713359,2556,0,1.639999986,2044,458
8792009665,68.23973943,1320,0,0.839999974,1934,531
8792009665,68.97239994,1219,0,0.779999971,1963,486
8792009665,66.86516184,673,0,1.590000033,2009,363
8792009665,68.78399923,3147,0.280000001,1.74000001,2188,528
8792009665,75.32962963,144,0,0.090000004,1720,325
8792009665,69.672341,4068,0.330000002,2.269999981,2419,391
8792009665,76.95202738,5245,0.599999994,2.75,2748,339
8792009665,76.87804217,400,0.09,0.159999996,1799,485
8792009665,69.56930674,1321,0,0.850000024,1928,454
8792009665,69.14529579,1758,0,1.129999995,2067,423
8792009665,74.99673854,6157,0,3.940000057,2780,402
8792009665,79.3279663,8360,0.420000002,4.929999828,3101,398
8792009665,80.06352033,7174,0.690000027,3.910000086,2896,343
8792009665,67.53583968,1619,0,1.039999962,1962,503
8792009665,67.13582997,1831,0,1.169999957,2015,415
8792009665,73.31079673,2421,0,1.549999952,2297,516
8792009665,74.93169848,636,0,1.460000038,2067,439
8877689391,79.09470044,23186,12.56000027,7.820000172,3921,458
8877689391,75.27743625,15337,3.929999948,5.639999866,3566,376
8877689391,77.58267271,21071,11.14000016,7.75,3793,343
8877689391,79.46385632,13375,0.100000002,7.010000229,3934,300
8877689391,85.87397667,29204,14.44999981,10.71000004,4547,311
8877689391,76.36546919,15118,0.07,8.789999962,3545,318
8877689391,66.82564224,11409,2.710000068,5.940000057,2761,468
8877689391,76.54406701,18748,12.32999963,5.03000021,3676,413
8877689391,77.52929684,19881,11.71000046,6.340000153,3679,402
8877689391,80.06630696,19377,12.70999995,4.889999866,3659,480
8877689391,75.75721321,18225,10.25999954,5.96999979,3427,396
8877689391,80.99361202,11191,0,7.400000095,3891,490
8877689391,78.43794468,16660,11.02000023,4.690000057,3455,400
8877689391,78.34720978,12957,2.439999886,6.269999981,3802,442
8877689391,67.92552643,11070,1.889999986,6.5,2860,338
8877689391,77.40788536,23603,13.50999969,7.099999905,3808,357
8877689391,67.30070309,14885,5.309999824,5.96999979,3060,324
8877689391,65.18300398,9700,1.549999997,5.789999962,2698,481
8877689391,86.05292922,27710,21.73999985,4.929999828,4398,415
8877689391,71.80217299,10890,3.700000107,4.570000172,2786,325
8877689391,68.57023956,4699,0,3.559999943,2189,479
8877689391,68.35466631,10791,1.489999987,6.670000076,2817,357
8877689391,78.7614082,18165,10.73000008,5.53000021,3477,418
8877689391,71.98294926,14055,6.280000031,4.369999886,3052,313
8877689391,83.58319106,21622,13.07999995,6.159999847,4015,416
8877689391,87.22260756,12212,1.039999977,6.989999771,4142,498
8877689391,72.9427163,10665,1.280000046,6.800000191,2847,409
8877689391,82.90596921,20156,11.90000039,6.239999771,3710,351
8877689391,72.07845092,10693,1.810000032,6.28000021,2832,426
8877689391,80.5570377,21391,13.63000026,5.889999866,3832,349
8877689391,72.27969408,7577,1.860000052,4.25,1849,436
8877689391,41,8859,10,0,2051,281
8877689391,37,8884,13,10,2758,309
8877689391,43,9175,9,8,1218,551
8877689391,41,9926,11,10,3657,539
8877689391,33,9817,5,6,3924,189
8877689391,23,8259,6,10,3429,270
8877689391,34,7974,10,2,2719,418
8877689391,37,9118,12,1,1018,358
8877689391,40,8488,8,4,3121,129
8877689391,24,10419,11,0,1220,403
8877689391,29,10392,3,1,3244,299
8877689391,40,10607,9,10,2286,523
8877689391,33,9559,12,3,2213,530
8877689391,39,12067,2,10,1757,309
8877689391,21,8705,5,10,2062,130
8877689391,33,10598,9,2,1146,390
8877689391,30,8923,3,1,3808,581
8877689391,23,12368,11,4,1741,195
8877689391,29,11623,9,4,1088,338
8877689391,26,9313,7,0,2141,276
8877689391,30,11407,8,7,1135,359
8877689391,25,10093,4,2,2454,429
8877689391,27,10345,12,6,3206,594
8877689391,23,8608,4,2,1282,242
8877689391,25,10304,8,4,1209,180
8877689391,36,7560,4,8,2118,127
8877689391,37,8797,10,8,1314,148
8877689391,38,9147,9,3,3079,453
8877689391,27,10923,12,8,1311,453
8877689391,23,9547,6,6,1519,532
8877689391,25,11934,8,4,3655,441
8877689391,44,8149,2,3,1061,304
8877689391,31,10022,13,3,3091,150
8877689391,30,11444,1,0,3578,267
8877689391,25,8880,7,2,3729,262
8877689391,28,11214,2,9,3385,208
8877689391,43,10321,7,6,2369,470
8877689391,25,10909,13,6,2943,332
8877689391,22,10656,6,2,2796,306
8877689391,29,10496,13,9,2117,433
8877689391,22,9219,12,10,3971,197
